name,target,equipment,Level,gym,home,goal,bodyPart,type,sets
HM Rag Doll,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,3
HM Upward-Facing Dog Pose,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5
Superman-,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,4
Weighted back extension,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5
MetaBurn Alternating Superman,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5
MetaBurn Swimmer,Lower Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,3
Dancer's Stretch,Lower Back,body weight,Beginner,1,1,Gain Muscle,back,duration,5
Cat Stretch,Lower Back,body weight,Beginner,1,1,Gain Muscle,back,duration,4
Crossover Reverse Lunge,Lower Back,body weight,Beginner,1,1,Gain Muscle,back,duration,4
Standing Pelvic Tilt,Lower Back,body weight,Beginner,1,1,Gain Muscle,back,duration,4
Exercise ball weighted hyperextension,Lower Back,Exercise Ball,Beginner,1,1,Gain Muscle,back,duration,4
Exercise ball rear delt fly,Lower Back,Exercise Ball,Intermediate,1,1,Gain Muscle,back,duration,3
Lying rear delt Y,Lower Back,Exercise Ball,Intermediate,1,1,Gain Muscle,back,duration,3
Partner Facing Feet-Elevated Side Plank With Band Row,Middle Back,band,Beginner,1,1,Gain Muscle,back,duration,3
Partner side plank band row,Middle Back,band,Intermediate,1,1,Gain Muscle,back,duration,4
Band-assisted chin-up,Middle Back,band,Intermediate,1,1,Gain Muscle,back,duration,3
30 Back Band-Assisted Pull-Up,Middle Back,band,Intermediate,1,1,Gain Muscle,back,duration,3
30 Back Reverse-Grip Band-Assisted Pull-Up,Middle Back,band,Intermediate,1,1,Gain Muscle,back,duration,5
Band bent-over row,Middle Back,band,Intermediate,1,1,Gain Muscle,back,duration,4
Heavy band bent-over row,Middle Back,band,Intermediate,1,1,Gain Muscle,back,duration,4
Reverse-grip bent-over row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,4
One-Arm Long Bar Row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5
Bent Over Barbell Row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,3
Yates Row Reverse Grip,Middle Back,barbell,Beginner,1,0,Gain Muscle,back,weight,5
Pendlay Row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,4
Straight Bar Bench Mid Rows,Middle Back,barbell,Beginner,1,0,Gain Muscle,back,weight,3
Barbell seal row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,3
Yates Row,Middle Back,barbell,Beginner,1,0,Gain Muscle,back,weight,4
Plate Row,Middle Back,barbell,Beginner,1,0,Gain Muscle,back,weight,5
Barbell Deadlift Bent Row Complex,Middle Back,barbell,Beginner,1,0,Gain Muscle,back,weight,3
Single-Arm Landmine Row,Middle Back,barbell,Beginner,1,0,Gain Muscle,back,weight,4
TBS T-Bar Row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,4
TBS Deficit Deadlift,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5
Bent-Over Barbell Row - Gethin Variation,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5
Barbell bent-over row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5
UN Barbell Rack Pull,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,4
UN Barbell Scrape The Rack,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5
Barbell deadlift bent-over row complex,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,3
30 Back Barbell Deadlift,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,4
30 Back Bent-Over Barbell Row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,3
30 Back T-Bar Row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,3
30 Back Underhand Bent-Over Barbell Row,Middle Back,barbell,Intermediate,1,0,Gain Muscle,back,weight,5
Kettlebell alternating renegade row,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,5
Alternating Kettlebell Row,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,3
Two-Arm Kettlebell Row,Middle Back,kettlebell,Beginner,1,0,Gain Muscle,back,weight,4
Kettlebell bent-over row to clean,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,4
UP Deficit Kettlebell Stiff-Legged Deadlift,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,3
FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,3
FYR2 Double-Kettlebell Swing Clean,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,4
Single-arm kettlebell row-,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,3
FYR2 Ascending-Rep Swing-Squat Complex,Middle Back,kettlebell,Intermediate,1,0,Gain Muscle,back,weight,4
One-Arm Dumbbell Row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4
Incline dumbbell row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4
Bent Over Two-Dumbbell Row With Palms In,Middle Back,dumbbell,Beginner,1,1,Gain Muscle,back,weight,5
Man-maker,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3
Dumbbell bent-over row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4
Middle Back Shrug,Middle Back,dumbbell,Beginner,1,1,Gain Muscle,back,weight,5
Dumbbell pull-over to skullcrusher,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5
Dumbbell Fix Single-Arm Dumbbell Row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3
Dumbbell Fix Bent-Over Dumbbell Row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4
Dumbbell Seal Row - Gethin Variation,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3
Decline dumbbell chest fly,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3
TBS Bent-Over Dumbbell Row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5
HM Alternating Bent-Over Quick Row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5
HM Bent-Over Dumbbell Row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3
AM Single Arm Row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4
Dumbbell stiff-legged deadlift,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4
Single-arm bench dumbbell row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5
UN Bent-Over Dumbbell Row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4
UN Dumbbell RDL,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5
UN Chest Supported Row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4
MetaBurn Bent-Over Renegade Row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5
30 Back Bent-Over Dumbbell Row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3
30 Back Dumbbell Pull-Over,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5
30 Back Incline Dumbbell Row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,4
30 Back Single-Arm Dumbbell Row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,5
30 Back Single-Arm Dumbbell Swing Row,Middle Back,dumbbell,Intermediate,1,1,Gain Muscle,back,weight,3
T-Bar Row with Handle,Middle Back,weighted,Intermediate,1,0,Gain Muscle,back,weight,4
T-Bar Row,Middle Back,weighted,Intermediate,1,0,Gain Muscle,back,weight,3
Alternating sit-through with crunch,Middle Back,weighted,Intermediate,1,0,Gain Muscle,back,weight,3
Seated Cable Rows,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,4
Upside-down pull-up,Middle Back,weighted,Intermediate,1,0,Gain Muscle,back,weight,3
Smith machine inverted row,Middle Back,weighted,Intermediate,1,0,Gain Muscle,back,weight,3
Lying T-Bar Row,Middle Back,weighted,Intermediate,1,0,Gain Muscle,back,weight,5
Suspended row,Middle Back,weighted,Intermediate,1,0,Gain Muscle,back,weight,4
Inverted Row with Straps,Middle Back,weighted,Beginner,1,0,Gain Muscle,back,weight,3
One Arm Chin-Up,Middle Back,weighted,Beginner,1,0,Gain Muscle,back,weight,4
Sled Row,Middle Back,weighted,Beginner,1,0,Gain Muscle,back,weight,3
Paul Carter T-Bar Row,Middle Back,weighted,Intermediate,1,0,Gain Muscle,back,weight,3
Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,Middle Back,weighted,Intermediate,1,0,Gain Muscle,back,weight,4
30 Back Plate Hyperextension,Middle Back,weighted,Intermediate,1,0,Gain Muscle,back,weight,4
Single-arm cable seated row,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,4
Paul Carter Lat Pull-Down,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,4
TBS Lat Pull-Down,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,4
One-Arm Cable Read Delt Fly - Gethin Variation,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,5
UP Seated Cable Row,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,4
UP Cable Straight-Arm Pull-Down,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,5
UN Cable Pull-Through,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,3
30 Back Close-Grip Seated Cable Row,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,5
30 Back Incline Face-Up Cable Pull-Down,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,3
30 Back Kneeling High Cable Pull-Down,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,3
30 Back Leaning V-Bar Pull-Down,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,4
30 Back Reverse-Grip Pull-Down,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,5
30 Back Standing Low Cable Bar Row,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,4
30 Back Standing Low Cable Rope Row,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,4
30 Back Straight-Arm Bar Pull-Down,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,4
30 Back Straight-Arm Rope Pull-Down,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,5
30 Back Wide-Grip Behind-The-Head Pull-Down,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,3
30 Back Wide-Grip Pull-Down,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,4
30 back Wide-Grip Seated Cable Row,Middle Back,cable,Intermediate,1,0,Gain Muscle,back,weight,4
Rower,Middle Back,Machine,Intermediate,1,0,Gain Muscle,back,weight,5
Smith machine bent-over row,Middle Back,Machine,Intermediate,1,0,Gain Muscle,back,weight,4
Leverage High Row,Middle Back,Machine,Beginner,1,0,Gain Muscle,back,weight,4
Machine Low Row,Middle Back,Machine,Intermediate,1,0,Gain Muscle,back,weight,5
Standing lat pull-down,Middle Back,Machine,Intermediate,1,0,Gain Muscle,back,weight,3
30 Back Machine Seated Row,Middle Back,Machine,Intermediate,1,0,Gain Muscle,back,weight,5
30 Back Smith Machine Push-Up,Middle Back,Machine,Intermediate,1,0,Gain Muscle,back,weight,3
Mixed Grip Chin,Middle Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,3
Rhomboids SMR,Middle Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5
Spinal Stretch,Middle Back,body weight,Intermediate,1,1,Gain Muscle,back,duration,5
